,Zone26_Pressure__number_cwt_peaks__n_5,Zone4_Pressure__quantile__q_0.8,Zone7_Pressure__quantile__q_0.8,Zone31_Pressure__kurtosis,"Zone9_Pressure__fft_coefficient__coeff_31__attr_""imag""",Zone15_Pressure__kurtosis,Zone15_Pressure__quantile__q_0.7,Zone23_Pressure__skewness,"Zone17_Pressure__fft_coefficient__coeff_83__attr_""abs""","Zone9_Pressure__fft_coefficient__coeff_59__attr_""abs""",Zone10_Pressure__time_reversal_asymmetry_statistic__lag_1,Zone6_Pressure__number_peaks__n_5,"Zone6_Pressure__fft_aggregated__aggtype_""skew""","Zone14_Pressure__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""","Zone10_Pressure__fft_coefficient__coeff_88__attr_""abs""","Zone31_Pressure__fft_coefficient__coeff_39__attr_""imag""",Zone24_Pressure__skewness,Zone17_Pressure__time_reversal_asymmetry_statistic__lag_1,"Zone31_Pressure__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","Zone2_Pressure__augmented_dickey_fuller__attr_""teststat""","Zone31_Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","Zone9_Pressure__fft_coefficient__coeff_30__attr_""imag""",target
107,31.0,37354.680000000015,11089.920000000002,1.2553892864050424,273823.2068381026,1.4882904308362082,10419.5,1.3708100096343092,112129.54156696508,149824.89735181988,260652400486.62115,2.0,1.8837010392770808,370.39857337374303,126928.3204715092,128627.36128818078,3.1658569807982864,670940054462.1707,17137.299436211306,1.899428205595736,34.34638845144357,266135.5992172501,0
108,25.0,44051.90000000001,15185.380000000006,2.1090879717615967,482720.90666150575,2.218080501870444,11953.62,1.6750767837353355,177056.19118169675,252405.21056335923,506424967653.6099,2.0,1.9083517126541936,362.8330042506551,88584.08114867873,223636.70065642954,2.3262942495223893,836023343723.1094,51739.79123957139,2.7291499043734384,51.99029380053909,429211.449257299,0
109,28.0,34930.48000000002,10521.14,1.2582367528653395,242276.18162881263,1.5727395111592402,10528.0,1.3325899512515722,147906.743034609,119471.8397067938,214088378305.7678,2.0,1.908290330712227,417.22491984276365,77559.53790320757,175927.02521693902,4.07791409165822,618929179463.7628,28047.383896726828,1.3222168065731537,36.90407785234899,256437.87193844255,0
110,27.0,36631.140000000014,10831.260000000004,1.3061368135451867,260975.22730442762,1.5214660062859244,10380.62,1.4011494756172105,155318.66541989314,143298.99924523113,214192355565.09335,3.0,1.9278184316081093,417.1470945681616,98756.11809667948,235682.48421103513,4.420143297771836,619054666824.0132,23799.974947316026,1.03119038369458,35.74171581769437,291989.9357566932,0
111,35.0,40285.12,11672.52,2.8416369190592636,314880.08238489827,3.2086272113650485,10938.269999999997,1.876397305795256,193185.11509733647,165381.7534030474,374312720745.6809,2.0,1.869708202168576,387.5230645456339,89563.74342598299,261144.2388950671,2.520533208371156,804553797600.6066,25921.467253201743,2.465781012535577,37.04549674054758,320852.3568088952,0
112,25.0,63296.8,16707.5,0.7723077459013203,257618.56770507796,0.6067115227808215,18339.9,1.2213938908267097,166839.20405469017,123568.74944608302,321822898197.6068,3.0,2.27746377328114,905.337165962473,59409.00941324832,16719.181374260566,4.2454080516862565,881302081195.965,28726.341628685474,0.036665939653309915,42.11921832884096,286833.87663504377,0
113,45.0,57506.2,11601.1,0.9084952544543388,391961.91065616923,0.6171667046393017,13265.5,1.2022562276417958,255613.50703099358,218887.73209170933,517707949994.1741,2.0,2.1872884330944604,814.6072414756442,182872.2832407962,76208.4252075419,3.99654901448362,1057519239201.4768,78411.91403262992,0.08499025116817872,47.08265595716198,375593.8399760715,0
114,36.0,73984.58000000005,17317.08000000002,1.2811060384215291,206272.50229019948,0.5997614763889025,16171.92,1.2351962109684749,131876.61954819167,119767.04671236375,283074723808.8877,3.0,2.433456626421295,1191.7923932984716,170557.38890807892,169140.20737174878,3.819436565714436,892545386973.3802,32141.717121486377,-0.6534423374890086,37.402397743300426,193761.8651257579,0
115,26.0,84587.08,30815.500000000004,1.3052681681802198,309236.80446909,0.4486639814852285,29558.07,1.1976680710780634,103864.26411036776,217756.57294782286,347591627427.88684,2.0,2.2126991528456323,770.3734570412407,161991.62607854893,595488.1535248505,1.6330477789294229,265676534978.8164,146607.27594626494,-1.0557365345018028,113.91462162162165,305499.06192973914,0
116,30.0,91770.26,40751.10000000001,1.6918670091216597,287339.5995993336,1.3680247176764548,29446.3,1.5545480030469796,116793.49090164386,171942.41170087384,315080209290.21313,6.0,2.0998572152061032,687.5052728365027,61812.56078756687,575721.1078971939,2.384699307222997,631207961583.8821,25956.550730311603,0.2040992402461016,66.35869198312237,242341.5224256028,0
117,30.0,71163.7,17422.9,1.5700650493152668,440440.5910907021,0.4151801977186116,17864.1,1.2941270994827867,196132.597207176,207134.5879811212,541538962483.0108,3.0,2.2152851234416606,891.658580120831,166372.42690309172,421695.4192007468,3.6594234945741553,803420311727.6085,26392.72316184661,0.4173010175869021,45.47410079575596,441164.10453909077,0
118,19.0,75454.52,29430.620000000006,0.7948925491814176,408833.77168663056,-0.1959959317384099,21129.47,1.0882102780884158,104173.02070641592,142454.32597149865,183875211597.87146,4.0,2.2246541602863843,755.1960194315005,23101.7291435032,-129227.84232779645,3.725515011617301,347159744898.2038,101132.24136995351,-1.8706923270260696,70.70041473396998,382344.6683979975,0
119,37.0,79908.2,22541.7,-0.18365103106068448,229543.90868502014,-0.5837021059217586,22671.9,0.8729393787776152,141844.3773009156,157208.5324648186,246554041989.5729,4.0,2.407614343579924,703.4940174867453,140787.65789769473,301268.62667263875,3.232441396621032,618916948853.0391,79041.47613090747,-0.6136706547671159,66.73607387862796,298913.9440895123,0
120,19.0,95360.38,49361.76000000001,7.185585507877788,253822.48877189626,1.0967311337011505,37999.109999999986,1.7951162473029898,76527.96932284441,206297.43875426802,143954245815.49994,5.0,2.1156704346087487,1447.4168260452718,173260.41339422174,-282220.1865573983,2.917560729284447,121925727754.43445,21709.03176997333,-1.1665556179367205,43.13440000000001,320179.6669521897,0
121,22.0,90708.5,24934.5,2.7848393871006767,451914.5273218244,2.9165228943829438,23825.0,1.6425044612837751,102111.88061791127,283970.2853753313,358216142244.7918,4.0,2.200881856646608,886.0631794004856,139527.267712557,-49409.107132376375,3.337071011611176,605753979078.3226,243029.13057849352,2.1040596306891635,91.72241726618704,412735.53183542966,0
122,38.0,57732.1,13439.3,0.6578284220913178,214190.80543098535,0.9378293919790122,13904.85,1.122246703757848,116675.5424203384,122877.56800817502,240174674831.3716,2.0,2.393884986486244,887.0731021098712,136943.12119913028,239727.03024434985,3.6603060212654532,756179680819.2953,23103.980767482182,-0.3262044415744545,37.62504736129906,200072.6693955519,0
123,36.0,71043.26,18080.9,-0.6208474453769823,269474.7857812756,-0.41982105710163786,20778.779999999995,0.7805710122286921,138092.29712785358,124377.70122158105,186595101010.93176,4.0,2.1159797766827757,827.0996059577901,34543.122291633605,124016.40534905248,2.6967923493036228,658604854299.2124,1224093.7604656357,0.19358726110991625,221.1093986206897,213013.098075256,0
124,33.0,79725.0,19478.2,2.2414530885335497,472560.9051450018,0.2669489989176479,16358.7,1.4560007241033768,173821.3955251599,139282.9926210501,377194822721.5262,3.0,2.167066471123396,482.48712562292906,100692.41135805967,318317.5479885675,3.5849481950242885,959084990077.8168,111999.40401032893,-1.1184052951758203,68.42142209631729,459744.4220798009,0
125,34.0,73897.92,15408.82,1.6227250576817371,392243.7360042765,0.7412210601311573,15294.739999999998,1.2446095367038676,208289.50586800577,176997.10068899,331543744767.123,4.0,1.979714961880084,572.7897769455782,114959.00808499586,179000.58634418808,4.922503392576019,613583333127.095,69710.50093894034,-1.0268513219860629,62.23957046979865,460080.3149582668,0
126,36.0,60492.00000000002,10737.56,0.7971363680918615,309336.4942464885,0.3958426592864224,12777.499999999998,1.1407078413148743,138471.84224892908,112996.36110625845,248037335792.38297,2.0,2.19525570910219,820.3587624209889,134300.31347507387,113291.07848590756,3.5720576042893497,797632642157.595,26969.94686872049,-0.3076034547437958,39.22928435374149,297266.1614971898,0
127,19.0,94196.46,33378.78000000001,0.7064124103504281,645598.0729563249,0.582447989908772,27175.14999999998,1.2147118448862546,178250.07070621126,229661.68974732305,654327756074.314,6.0,2.389895109870705,722.1372849201812,100283.53219605148,431821.2426404893,2.138344512138694,819549343828.8037,33118.43637225641,4.287375260612734,74.93364822695034,630201.8795911344,0
128,30.0,75067.08000000006,14679.160000000007,1.5442785101861218,238308.9924970631,0.9137784720405068,12947.719999999988,1.3788731171040112,137968.79587598034,214774.50556679218,426542521966.2128,3.0,2.360628404545794,686.7013467928971,142576.15538717,185927.0198425111,4.97227305720484,954226932976.2452,22846.199449804208,-0.6229707952438645,31.22959289617486,318847.42929633945,0
129,25.0,72670.88000000003,33433.42000000001,0.821681489135452,272535.9284416116,0.2164753845277652,18884.109999999982,1.1355311534831432,98028.86509422744,136516.73413850678,311707418288.9283,4.0,2.0710864462547645,688.5790951257726,149644.80977776114,127445.44210114329,2.814110477598943,279105343855.0148,152084.11221073673,-0.31057751352524265,80.8310341880342,236171.86994370923,0
130,20.0,77400.8,20192.3,-0.0208989991384958,361709.38809027494,-0.09432558002760684,17513.6,1.0920563571288198,211938.50463208827,176426.00615689676,447481767643.2409,4.0,2.254644476512658,749.4884161563971,79346.94841917246,216088.436661858,2.334832696118569,1067416491533.1808,24703.99288927416,0.02210167687780476,52.72875386779182,330248.375592224,0
131,15.0,78571.24,15282.420000000027,0.6432441236311859,127042.91502098132,0.4706556968427389,15313.04,1.202042593829969,156191.21854189713,150387.83595481954,253263658862.8164,4.0,2.2121536643329693,965.8728864234979,69944.6883416947,104776.44319847367,2.9999442253458577,773207804714.7657,394427.5794751344,-0.1802979041412684,111.08736187845304,245978.32350916692,0
132,24.0,86674.76,26710.480000000003,1.6682588958987097,128916.26653404435,-0.0020761744329198533,22328.59999999999,1.0856278945832452,111989.88495214026,213258.88565370862,304793284174.3472,2.0,2.2225109331161685,694.2250668486803,99482.97472154931,285238.8985703125,4.018410522538429,736021328977.9841,107731.84025162023,-1.8947672441230368,77.91895555555554,8578.06543881362,0
